,giga_id_school,latitude,longitude,bin_internet_availability,norm_student_count,norm_Schools_within_3km,norm_pop_within_3km
0,330be1f2-316e-32b8-8602-c556dedc70a3,-20.2066273,25.2350806,1,0.1921806167400881,0.16,0.023208175236853746
1,e923393a-1ee5-3b21-b85b-7fc59d36c671,-24.9947434,25.3152243,1,0.29845814977973567,0.4,0.21031681370609184
2,64218c54-b80e-3910-b5ee-aa9b92815d0b,-24.9859972,25.6978741,1,0.13491189427312775,0.08,0.14066900998626597
3,185bafe0-8d87-3a75-b70e-ae9bb5935d15,-24.622995,25.8626712,0,0.1657488986784141,0.48,0.48834935636304383
4,0202c1c2-9a57-3360-b30e-352d9ba76fa3,-25.7576782,25.2168433,0,0.12004405286343613,0.08,0.012104564817616797
5,0c3ac86e-2dbb-33d6-b0db-3e1600e8fd91,-20.1328199,27.2186993,0,0.21475770925110133,0.08,0.05153751251192998
6,dc63e0fd-7194-3609-ae2f-5522b6f408ed,-24.6748963,25.4556447,1,0.29790748898678415,0.04,0.0025605810191112457
7,76098c42-2150-3461-a915-78365ecdc298,-20.2066273,25.2350806,0,0.1949339207048458,0.16,0.023208175236853746
8,8e1157cc-26ef-3ea4-89bd-e4d419ed8cea,-24.9947434,25.3152243,1,0.42841409691629956,0.4,0.21031681370609184
9,3b7fb29a-6e1f-3e73-8d19-447868c505aa,-24.6538453,25.9136956,1,0.043502202643171804,0.92,0.523359482297074
10,4996e57e-73ad-3293-89bd-71e154c6cff7,-24.6538453,25.9136956,0,0.4922907488986784,0.92,0.523359482297074
11,e40d4fde-c8b9-3127-baca-7183487adb74,-20.2066273,25.2350806,0,0.31552863436123346,0.16,0.023208175236853746
12,ae8cfb5e-5843-38d2-a4f4-f907b341dec4,-25.7576782,25.2168433,0,0.045704845814977975,0.08,0.012104564817616797
13,04be441d-bafc-3772-b525-0491e88cb0db,-24.9859972,25.6978741,0,0.1222466960352423,0.08,0.14066900998626597
14,7c888d2e-4bbe-3c36-a241-903b983151f3,-20.1328199,27.2186993,0,0.4460352422907489,0.08,0.05153751251192998
15,1e53827b-e461-3aa3-9c7f-d317577c8b12,-24.6447436,25.847013,0,0.07213656387665199,0.44,0.3986591866663563
16,a749b574-f849-3b95-8ebb-9cefe5be0fbb,-24.6543768,25.560257,0,0.2793770734758253,0.16,0.035708466211969554
17,deb33736-7170-336a-9e60-54a6a7849fc7,-24.6748963,25.4556447,0,0.2793770734758253,0.04,0.0025605810191112457
18,7dd4b992-cc24-371b-811e-54a2607d8761,-24.6447436,25.847013,0,0.2793770734758253,0.44,0.3986591866663563
19,1856e0cb-66c9-3af9-a74e-9a53a5e64213,-24.622995,25.8626712,0,0.2793770734758253,0.48,0.48834935636304383
20,aa5c2c26-383c-3f25-b027-65e12aeff067,-24.5547355,25.373073,0,0.2868942731277533,0.0,0.0018855187504364626
21,f16fe10e-3831-3e7f-848a-6e34bd7d8c3e,-24.4147381,25.364799,0,0.34030837004405284,0.04,0.0015130706022020996
22,61d13d89-3483-3257-b367-64bc4f710900,-24.6770331,25.9544492,0,0.3986784140969163,0.36,0.4344142088968551
23,e59b5c6c-14d6-3d88-a636-363776025536,-21.9732006,28.4178865,1,0.2301762114537445,0.44,0.06468958774645592
24,b5639dbc-2917-3b84-b8e9-aead8d0d6200,-26.6624954,21.9287096,1,0.02092511013215859,0.0,0.0020484648152889963
25,1d9c006e-4c2e-31f1-b2e3-464e3e3722a0,-26.8948576,20.6877527,1,0.05671806167400881,0.0,0.0016760166670546335
26,e4687376-d655-37c1-8fa2-873bbe51e9ec,-24.6718514,25.9157234,1,0.42345814977973567,0.6,0.4940291906236179
