,giga_id_school,latitude,longitude,bin_internet_availability,norm_student_count,norm_Schools_within_3km,norm_pop_within_3km
329,043100f3-8256-3b24-befe-6084ab0c48e5,-24.3688844,26.1442225,0,0.3581135091926459,0.28,0.18883121115482204
331,e14f42af-fd97-3059-9a5c-4f2ca709fed3,-21.9863758,27.8371886,0,0.5947242206235012,0.56,0.7600037244814823
333,e665195f-851e-39f2-9229-2abeb8bbf648,-24.5787876,26.4635077,0,0.11990407673860912,0.0,0.02355734537582346
334,ac7495b3-ea9d-3b08-bec8-cd42aae38a72,-20.801208,27.5555293,0,0.33733013589128696,0.0,0.008612863427919644
336,6fdf8d97-dc75-3fb2-a96c-12327bb807e3,-24.6619797,25.9138353,0,0.8105515587529976,0.88,0.5241974906306013
338,665b4bbc-2758-3d61-93e3-548c174270e3,-23.5222281,27.0409303,0,0.17585931254996004,0.0,0.0012337344910263275
340,3945e6d2-27d0-3a37-8f95-ca2306fb1e51,-23.1233697,26.1855698,0,0.33972821742605913,0.0,0.009078423613212597
344,31fa8839-a4a3-3ab1-a1de-1164e2ec2e86,-22.8042279,27.1887536,0,0.13589128697042366,0.0,0.015270374077608883
345,89cd9916-e6b4-3026-814a-0c88dd0f32c1,-18.5795999,21.9918823,0,0.32214228617106316,0.0,0.006983402779394307
347,aaebef50-0772-3846-956f-a3e649b7ccf8,-24.9556816,25.1131637,0,0.32773780975219824,0.0,0.008100747224097395
348,06a30644-aba8-3eea-810c-19a56b0104c5,-23.1091127,27.134933,0,0.22062350119904076,0.04,0.008473195372331759
349,14650b72-a8ad-33dc-8c2e-6fb2c29da5f3,-24.8907139,25.8689511,0,0.27817745803357313,0.32,0.22416722921855722
350,515e676a-cff2-313c-af77-eb47e6a33592,-21.4058407,27.4530538,0,0.3677058353317346,0.16,0.13266137479922718
351,3a607514-61a4-3978-8d7b-67b40c152611,-20.362647,22.9551263,0,0.39408473221422863,0.0,0.012942573151144113
352,11237960-d310-3d89-aef0-4852e4a404a8,-19.8836699,21.0797133,0,0.08952837729816147,0.0,0.002141576852347587
353,5e1ab1c6-7a41-3e08-b35c-f974300dff92,-24.3814186,26.1701532,0,0.49720223820943243,0.16,0.17684303638352847
354,b813f1d6-951a-35fa-b166-56977b076b51,-21.956092,27.8681583,0,0.548361310951239,0.24,0.14241486068111456
355,2d5f556c-a1f0-3059-bae5-bfa00bdb2595,-24.3983191,25.4923323,0,0.5771382893685052,0.4,0.10037477594916083
356,69655c4c-7954-3954-bf66-f42264918f96,-24.6323564,25.913375,0,0.48201438848920863,0.76,0.49600782141111294
358,5db132b5-61ec-38e5-8609-cc0fbc7af208,-21.0767065,27.3457371,0,0.8177458033573142,0.08,0.07283689098908261
359,faaaeeaa-d517-3acd-a937-235492f75ffc,-24.6765057,25.9075758,0,0.7961630695443646,0.76,0.4709141274238227
360,a587eb1a-e760-39de-9564-c20a74f683ad,-24.41076,26.1486273,0,0.4380495603517186,0.36,0.20910635722433019
363,f390017f-c4a2-36c5-a7da-71a53da7cca8,-20.8954373,27.0700127,0,0.24940047961630696,0.08,0.030424358108894527
365,2dda0a07-7740-364d-bd78-d42149338c88,-24.8556582,25.6698912,0,0.11990407673860912,0.0,0.007192904862776135
366,7212f5ef-86c6-3b33-848f-8713169b5a1d,-25.5586295,25.2358945,0,0.11990407673860912,0.0,0.009381037733653019
368,b6fabc70-bd07-3b07-81bc-324a94905a48,-25.5521192,25.5470454,0,0.08713029576338929,0.0,0.024092739588910356
369,4bcc4b1d-9c47-3c5e-bae6-fff4eb292c47,-20.863377,27.2268683,0,0.33573141486810554,0.08,0.06212900672734468
370,987c6af7-c36b-3db0-a6f7-8bb2d86c4d69,-22.5282375,27.1263997,0,0.7042366107114308,0.2,0.1268185944738006
371,303bef32-b5d9-3bd4-8c4f-3cde657ff782,-24.9725946,25.3591227,0,0.21982414068745004,0.36,0.17318838892897878
373,beb0ba54-8bf4-3ba7-94b1-1a7fa23bd466,-23.4781331,25.6582653,0,0.35251798561151076,0.0,0.026350706487581182
376,338a3150-9138-3b74-823d-1e1b46e0ed0b,-24.6682467,25.9252505,0,0.7569944044764189,0.6,0.5001745850694849
378,39a72330-463f-381c-bd6f-8d462a39b538,-24.8631331,24.8267833,0,0.11670663469224621,0.0,0.0016527386577899858
379,8e8e1b39-0fcd-3fc9-be48-c13f33b50631,-24.544858,25.6159153,0,0.1606714628297362,0.0,0.0028631951395516656
381,7c1462d4-8b55-3012-ae8f-ba3d302c37c9,-20.631527,22.6035643,0,0.2454036770583533,0.0,0.0028631951395516656
385,1e475454-8fcb-3834-81e2-1e4f9397dfd2,-23.2643569,26.5870591,0,0.14388489208633093,0.0,0.0008845643520566122
387,54d64109-ddec-3a84-bd01-6e896632cbb0,-24.5612599,25.9059583,0,0.2749800159872102,0.0,0.1768895924020578
388,fee02ff9-ba45-3fca-a433-19e1fea83724,-24.9067636,25.6265963,0,0.19904076738609114,0.04,0.015759212272166485
389,2f0a03ea-bf35-3409-8091-23984f1c76a6,-21.8834591,27.7299194,0,0.35891286970423664,0.2,0.056216392374124166
390,7b180e7a-5df1-3ab6-be38-cd64e009fb58,-19.9416349,23.4982823,0,0.8481215027977618,0.0,0.0729765590446705
393,593345ca-4457-3661-be4f-bd664e59c2fe,-25.152573,25.5099213,0,0.11990407673860912,0.04,0.008077469214832747
394,0656dad5-0d8e-3732-9702-656b56105bab,-25.5420026,25.1362707,0,0.0671462829736211,0.0,0.0033985893526385625
395,2b3ec872-52ea-35eb-aa36-320d1e3ef93c,-20.588958,27.6500513,0,0.18705035971223022,0.04,0.01843618333760097
396,247e14a4-67de-3e99-aecb-e6114da809f3,-24.6794713,25.9018404,0,0.6107114308553158,0.68,0.45475918899415724
397,9acae37d-607a-3588-9aa2-f73cf6ec54ec,-20.319302,23.8858483,0,0.2981614708233413,0.08,0.025815312274494285
398,c75fbcf0-e400-377b-8bdf-ddba903141a1,-24.9900393,25.3468369,0,0.023181454836131096,0.44,0.2855513396494332
399,7d89538d-0007-37e0-84f7-da89053cb346,-24.1393216,26.0060783,0,0.12150279776179057,0.0,0.00714634884424684
400,0c0e75ca-8d83-3680-9c41-fc117c932df1,-25.7935092,24.9024743,0,0.03597122302158273,0.0,0.009055145603947951
402,a8efb6e0-be7d-347e-9be4-e0cf9f055a3c,-22.7937906,27.7554762,0,0.4788169464428457,0.12,0.02467468982052655
403,a8578a46-4e48-3d9d-949a-8fdf53db60ea,-24.8591578,25.8633131,0,0.3749000799360512,0.44,0.3337833748457832
405,42fbd74d-5c55-393f-9130-2748fa25bbef,-25.5476723,25.3729811,0,0.09192645883293366,0.0,0.03554552014711702
406,67c12362-9288-3cb2-b079-13070e512b91,-23.0354027,27.5334978,0,0.41886490807354115,0.12,0.08631485835331362
407,25795470-3f45-39a8-893a-a7d7e6f76179,-24.258612,25.5432993,0,0.10151878497202238,0.0,0.027514606950813567
410,0ec669be-0f7a-3add-bcb7-d84bbf06f3be,-24.4061216,26.0775767,0,0.23421262989608313,0.08,0.18790009078423614
412,6c38c508-8b92-3b17-8c63-36065c2a81c1,-25.6413379,25.1352782,0,0.1254996003197442,0.0,0.007681743057333737
413,a68d7327-04f6-3811-b68b-840ca56d3283,-25.1954091,25.1779783,0,0.2278177458033573,0.0,0.011545892595265252
414,b52d3945-e67a-379f-9f27-964c3e1ccde8,-19.9850805,23.4114334,0,0.6290967226219025,0.4,0.15393747526711515
417,ad551e07-889c-3b76-84ce-aa8e3c5f9436,-18.7219919,22.7401293,0,0.28936850519584334,0.0,0.0026304150469051886
418,5538d213-61af-3944-9044-cb3740c84479,-24.6310117,25.9260326,0,0.5715427657873701,0.64,0.5021997718755092
421,55fc7a97-9bb1-3117-a041-f76be3599901,-19.1139429,22.2905355,0,0.6730615507593924,0.08,0.005493610186456855
422,676ae93e-cd80-3162-86b5-fbea98b04ae5,-24.470647,25.7871493,0,0.416466826538769,0.0,0.05938220163411625
423,dc78f0da-761a-3298-bfb2-47922caf62f3,-18.8401309,22.5761663,0,0.18545163868904876,0.0,0.002886473148816313
424,33e1ad64-9f24-3f9f-81a5-5825f8c1f303,-19.863915,22.3880773,0,0.19584332533972823,0.0,0.0014432365744081565
425,e8c381e8-ae4e-362e-8701-ae61db519a96,-18.8656049,22.2819403,0,0.11910471622701839,0.0,0.0031658092599920855
426,21e6c213-1f54-3a87-9376-b73b5b4ac3d0,-18.277116,21.8350698,0,0.39408473221422863,0.0,0.016923112735398867
428,d70043d6-db8d-304e-bb9c-3afb703c012b,-17.9012749,25.2217253,0,0.2501998401278977,0.0,0.006750622686747829
430,4f79ba5c-cd7d-3736-bcb4-88693577df88,-22.4405484,26.7207562,0,0.5787370103916867,0.04,0.09388021136432412
431,6c99859d-29a7-3275-832b-852f12bac260,-21.090594,24.4782303,0,0.19104716227018384,0.0,0.0041434856491072885
432,f92b84c2-f232-30da-9047-25f0fa8c43ab,-22.4253698,26.7434198,0,0.5875299760191847,0.2,0.15016643776624222
434,0eabdc30-4696-3735-8066-7c48a2c0cc68,-24.6400305,25.9192951,0,0.42525979216626697,0.76,0.5096487348401965
436,8f979687-548f-37e0-85bc-e8e846abe331,-24.6665793,25.90868,0,0.4828137490007994,0.8,0.5187737144719383
438,17d4ce24-0084-3d96-980d-49da3e02fba7,-18.3172984,21.884597,0,0.45003996802557955,0.0,0.005400498149398264
440,fbed6e44-c034-3798-ad2d-43726a9fffd7,-25.1068466,24.8741698,0,0.24300559552358114,0.0,0.0011639004632323844
441,459364ea-254d-3b67-971a-9050f524790a,-24.6118724,25.9324523,0,0.4052757793764988,0.52,0.47175213575735003
442,3d9e98bc-61bd-3ea9-ae49-ed1329d0dfc8,-25.3899136,25.1353867,0,0.05755395683453238,0.0,0.006867012733071068
443,bc9536fc-0adf-3b87-94ea-977b2a68739c,-21.170503,24.6023383,0,0.45083932853717024,0.04,0.0035848134267557437
444,0def5f94-3e47-3472-b6cc-e2d0e5177749,-20.588971,27.6498363,0,0.09432454036770584,0.04,0.018459461346865616
445,a7476f96-22e7-34a7-9032-c1b356da60d3,-20.200612,23.2240313,0,0.07114308553157474,0.0,0.002979585185874904
446,b4e92d32-799f-3f40-9862-a78f718ccf15,-24.6082153,25.9421459,0,0.5675459632294164,0.4,0.42109918759747667
447,0de268e7-3ebc-3829-aa65-af07ea1e05d5,-25.3237654,24.4792262,0,0.49000799360511593,0.0,0.006401452547778114
448,e11fbdf1-61f3-3a72-b98a-dfbd96c7be70,-22.020755,26.7905703,0,0.18944844124700239,0.0,0.006797178705277125
449,7550f09a-841c-3ef0-b299-f2ac3547eadb,-22.6126296,27.3315306,0,0.24300559552358114,0.0,0.007286016899834726
450,b1c2e07c-46ff-3a90-9644-7d8c9240c170,-23.98127,25.2430113,0,0.2805755395683453,0.0,0.06836751321027026
451,55d61803-9a3c-3625-8555-3c4160da06fe,-20.1133617,26.2464682,0,0.2685851318944844,0.0,0.008845643520566122
452,170900b9-809b-3c48-9378-7c1ad22e7254,-20.582424,27.6081623,0,0.10231814548361311,0.0,0.010056100002327801
453,a5b3db4d-cb7b-3162-a1b6-0f551a42bb31,-20.85382,27.2497613,0,0.13269384492406075,0.08,0.03219348681300775
454,5544fc2a-d829-3abd-b9d2-05ddfb23e400,-22.7679,26.7898713,0,0.06554756195043965,0.0,0.005493610186456855
455,8b5e400e-6298-3990-9263-38c282015a12,-21.230077,26.4255723,0,0.5419664268585132,0.0,0.010800996298796528
456,5102d050-9987-3c46-a27b-b0e341dd706c,-24.3233556,25.2280707,0,0.12709832134292565,0.0,0.002444190972788007
458,6b697101-b7b4-3d07-9bcf-e7782743bbad,-21.368892,27.4507423,0,0.18465227817745802,0.0,0.056635396540887825
459,5bdf27c8-accd-3266-9509-991a7134e440,-23.5993055,26.26801,0,0.19184652278177458,0.0,0.005912614353220513
460,04c37dd2-13f2-3a3b-8a7b-a15033d05a49,-20.3114022,22.4472077,0,0.12310151878497202,0.0,0.0016760166670546335
461,bcd47d12-5ce7-3877-bcef-ef79c05c3596,-20.937811,27.0807883,0,0.19344524380495604,0.0,0.013431411345701716
462,849db5dd-88b4-3c0e-add9-bece405b6dfe,-19.862381,26.4876294,0,0.2038369304556355,0.0,0.005470332177192207
464,fbbaa3bb-71bb-37ad-8980-40a22a7336ab,-24.8890151,25.0057173,0,0.07434052757793765,0.04,0.0017691287041132243
466,0c9fcc0e-e10b-36e5-aa79-e0b47e0f245f,-24.6213431,25.9248959,0,0.43005595523581136,0.68,0.4944249167811169
467,ad7348ae-c2d0-3a2e-a902-c54a0b32facd,-20.5004646,26.9958109,0,0.36051159072741806,0.04,0.05847435927279499
468,5cc17e9f-a48e-31cd-9a8a-9037a3a075a5,-24.6663186,25.8874404,0,0.7314148681055156,0.92,0.5038525105332992
471,babb07df-770a-31d9-bae1-4ad8e35d6249,-24.6190663,25.9322306,0,0.5267785771382894,0.64,0.4883726343723085
472,dcb59f24-113e-3fb8-ae61-9aa2aee213eb,-20.0426916,25.4831202,0,0.16786570743405277,0.0,0.004911659954840662
474,abdee5f7-8557-3bf0-a0d0-2443d3b96ff7,-21.17045,24.6027133,0,0.34612310151878495,0.04,0.0036080914360203916
475,289821df-18d5-3497-8b73-8718edd0e3ec,-24.7686331,25.4032231,0,0.697841726618705,0.16,0.13706091855024558
477,44537046-1c87-3888-a61c-67455f50e17a,-22.651659,27.6373853,0,0.1374900079936051,0.0,0.012546846993645104
481,a893b639-9ce8-3080-8af8-421aa2010c8b,-22.724051,27.3911313,0,0.10311750599520383,0.04,0.010521660187620754
484,803f2cfb-062c-325a-8703-6f4836940019,-21.3065362,26.8778779,0,0.5155875299760192,0.0,0.004655601852929537
485,4b2d3360-6746-3156-84af-4bb4cbf9464c,-25.5672426,25.4352537,0,0.03916866506794564,0.0,0.02960962778463186
486,49b5c3b4-7fa3-3e9d-bb0a-53723b9e9eb2,-22.78297,26.8956113,0,0.1278976818545164,0.0,0.0065876766218952955
488,10c05c2f-7b64-37b8-9d97-78a50211bb48,-25.384433,25.3651313,0,0.08713029576338929,0.0,0.011499336576735958
489,16cfb790-aad6-3af3-ac41-7b9907802b14,-24.4129931,25.5058603,0,0.4316546762589928,0.36,0.08857282525198445
492,4a8e58f0-40d1-3133-8214-c40d0e13e925,-21.786547,27.2783023,0,0.3029576338928857,0.04,0.005004771991899253
495,e66b19f1-27f7-3a84-afda-3e7f1c02c022,-25.4114221,25.5349243,0,0.1254996003197442,0.0,0.020112200004655603
496,c62e2cd2-13cf-3e83-9629-50b19a2edac4,-24.478205,25.6631703,0,0.29576338928856916,0.0,0.02688610070066808
497,a54cff2c-bd4f-32a7-b3ab-ac367666fd20,-22.507602,28.2362563,0,0.38369304556354916,0.0,0.002467468982052655
500,a1b287a9-d737-3c07-a3c1-3d1f9e0008ea,-24.0613728,23.2991669,0,0.2302158273381295,0.0,0.004492655788077004
501,fbe05e98-1f2c-32c8-bcac-dff5cc9b4c82,-18.351868,21.9578273,0,0.24700239808153476,0.04,0.010172490048651039
502,77a0b9c6-19f4-3152-8090-0899d3bebcea,-19.4284779,23.8712703,0,0.08473221422861711,0.0,0.003631369445285039
503,dfa479dd-5a97-3d81-abc0-6febbea1c67f,-19.3577278,22.2814107,0,0.10071942446043165,0.0,0.002164854861612235
504,91fe9be7-78fb-31b4-988e-2bbca52cd08e,-24.6443416,25.8282833,0,0.05915267785771383,0.2,0.25712889033729835
506,40643174-4892-3057-b0da-0c33c08eed03,-21.437092,27.4444023,0,0.4756195043964828,0.32,0.12714448660350566
507,ddcdb0c4-07e8-3f88-84af-eb15f5b0cb1d,-24.6531541,25.8813725,0,0.6219024780175859,0.88,0.4865336716404013
508,f6197c51-e985-386e-9047-aa1ad15f2b52,-24.4015276,25.4731017,0,0.6810551558752997,0.44,0.08082124816685678
509,28fc251b-6b19-38fc-98bd-35c8708ba852,-24.2547693,25.8352946,0,0.5811350919264588,0.04,0.27230615237784866
512,8af5a8a3-e8bb-36d8-a75d-a043e961b030,-23.0869614,26.801523,0,0.5755395683453237,0.12,0.08750203682581066
513,f3fb6629-1079-31bf-95a1-f1be7f7d63df,-24.8892636,25.0051609,0,0.37090327737809753,0.04,0.0017458506948485766
514,be5b63b3-48ef-324f-b7fe-78a72ec6914e,-20.0145159,23.3943613,0,0.7210231814548361,0.16,0.10037477594916083
515,4dcaf765-d5fa-3d85-a802-0a075eb0d930,-21.4626489,27.5343837,0,0.2941646682653877,0.0,0.01098722037291371
516,79b3a661-7064-3b67-a7fa-c2812edfac4c,-22.5418645,27.0995526,0,0.8569144684252598,0.2,0.17267627272515654
517,afa707cc-6a34-3979-a511-4f61e1f599b1,-20.570354,27.4576723,0,0.20223820943245405,0.0,0.010731162271002584
518,d7992eb1-8bee-35d2-9998-9197062a0557,-22.4025016,26.6880923,0,0.5179856115107914,0.4,0.12279149887101655
519,4494fac6-949e-384b-8a8f-9fde22b9309b,-19.9605759,23.4507794,0,1.0,0.08,0.09222747270653414
521,512b678e-99cc-35ba-b4fb-d7383d23dd8c,-21.968887,28.4284113,0,0.4612310151878497,0.32,0.05577411019809586
522,7df8a6ed-ce5c-3e93-bae5-2768554262f7,-24.6905983,25.0370426,0,0.2478017585931255,0.0,0.0032589212970506763
523,d7b5f6fb-6c5a-3628-bfdb-d577740f14f7,-25.5936376,25.3119719,0,0.1286970423661071,0.0,0.016434274540841266
524,2108a491-67d6-3886-9945-95fdda4cf037,-21.037518,24.4109923,0,0.3173461231015188,0.16,0.01098722037291371
527,88fb07a3-0578-3bc3-988f-340c7c1ab913,-24.5053314,25.401319,0,0.6802557953637091,0.0,0.0021881328708768825
528,6714cb28-12cc-3c0f-a185-94f55146f259,-21.986962,27.8124503,0,0.4524380495603517,0.32,0.3028934565515957
532,d5f42c24-63d1-3cd7-8220-671424559f79,-24.0245151,25.4897661,0,0.31414868105515587,0.0,0.020973486347447567
533,82e87b21-d55f-321f-b9b0-5423483054f7,-22.357896,27.5357203,0,0.10151878497202238,0.0,0.012360622919527922
535,f72da1ff-d36f-30c7-b921-89d2573d11cd,-24.6570948,25.890795,0,0.6554756195043965,1.0,0.49884773854139997
536,abccb2fd-791e-37d8-bbf3-95a50c99000e,-25.1525946,25.5108227,0,0.030375699440447643,0.04,0.008147303242626691
538,7bfb2da3-b8d5-3814-8288-da453acf62b2,-24.8039204,25.403899,0,0.2038369304556355,0.12,0.10996531576619567
540,94b5ec49-630d-3806-9508-852a1c8230c1,-21.9468979,25.4449652,0,0.5683453237410072,0.0,0.0028399171302870177
543,674645b1-6fa3-35b6-89e0-6dd9a4e091e5,-22.267492,28.7513443,0,0.5259792166266987,0.0,0.014548755790404804
544,8ddc1c08-9231-332f-90c3-17b9343cc8a8,-24.9595721,25.3128923,0,0.21742605915267785,0.12,0.22183942829209247
546,06914bd3-8c0d-316a-a293-4f0a67152469,-20.1953256,24.5355064,0,0.11430855315747403,0.0,0.0032589212970506763
547,0a3555bb-8e5a-30fd-bc99-27914e5d7376,-21.202289,27.5260923,0,0.6203037569944044,0.36,0.6282501920435765
548,ac421601-2b1c-35df-863c-a57b9e02887e,-21.43374,25.5794583,0,0.8289368505195843,0.12,0.08440606159361251
549,a74ec582-f004-3b11-8362-1bc80e2eef41,-23.5405203,26.0174918,0,0.26298960831334933,0.0,0.006424730557042762
550,a4bafd57-f18e-354f-aa5a-81570ca5690c,-21.2044587,27.5163155,0,0.4580335731414868,0.32,0.5455899811448125
551,0ed202c9-a5bb-30ac-a517-4c0f7dbf5af9,-22.405887,26.7251773,0,0.2821742605915268,0.44,0.1547522055913778
552,c5251a34-af2d-3fb8-ae96-4e07a0e25f90,-21.013459,27.3373803,0,0.3365307753796962,0.08,0.07469913173025443
553,7fcd6984-0985-39f0-bd94-fd420bda918a,-21.1877748,27.5167672,0,0.7050359712230215,0.6,0.8790009078423613
555,0b67e5d2-a2b3-347e-a7c6-ac31b41670a5,-25.5065001,25.5776343,0,0.15667466027178256,0.0,0.04548523010312158
556,94eb3499-0db2-3852-a567-30f6452bd33b,-25.0378071,25.7413172,0,0.5195843325339728,0.16,0.4217975278754161
557,597ee261-14e6-3eed-abbd-a562e12ee816,-20.5872885,26.4785092,0,0.49480415667466027,0.04,0.013198631253055239
558,b225b25e-ee6b-3927-a73b-e595e73bc369,-24.9149781,24.2291203,0,0.21742605915267785,0.0,0.000977676389115203
559,62d32977-a0f2-376a-9b8a-a7de0c65e366,-20.154887,25.7942273,0,0.2997601918465228,0.0,0.008147303242626691
560,87343ead-be8e-3ab8-9fc9-4d13a42f481c,-20.7504407,26.8934989,0,0.13509192645883294,0.0,0.006285062501454876
561,a4ad5dde-a388-3161-af3c-f13993887d56,-21.201181,24.8768733,0,0.30455635491606714,0.08,0.007286016899834726
562,8ba97f76-8c93-3824-b7ac-60767d20d28a,-19.9922819,23.4052107,0,0.5755395683453237,0.52,0.1485835331362462
563,05e3b73f-268d-3421-8c55-e4b0190657ad,-22.1750266,28.8747326,0,0.3796962430055955,0.0,0.007309294909099374
564,ce927977-1e24-3bf2-8b98-bb81fcbd68e7,-21.450985,27.4510603,0,0.2573940847322142,0.36,0.10798668497870062
568,507209c3-66ee-39a2-aab4-7e425fecb79a,-21.1845918,27.5266528,0,0.03437250199840128,0.6,0.9394306198933867
569,da918d43-79c4-3fea-9219-3354c84c6afe,-23.1326149,26.4132395,0,0.13509192645883294,0.0,0.008775809492772178
574,821fd19c-bdba-3437-aacc-ebdbce4e64bb,-22.214366,26.8326923,0,0.4052757793764988,0.04,0.012802905095556228
575,772934fe-af14-3ba8-9502-196cf3efda3f,-21.815399,25.9387113,0,0.5555555555555556,0.0,0.005656556251309388
576,78576a3b-642c-347a-a61f-f1182d325015,-24.513229,25.8623663,0,0.30455635491606714,0.0,0.12870411322423705
577,fc542fcd-f68b-3d17-ac92-22588c514b20,-23.10699,27.1515213,0,0.16386890487609912,0.04,0.008985311576154007
578,6b6c38bf-a308-3ad9-92db-7de8e021712b,-24.875122,25.3684258,0,0.09272581934452438,0.0,0.024232407644498244
581,62d216da-0635-3bc3-bebd-960ea2e747e2,-23.032004,27.5596043,0,0.19584332533972823,0.04,0.047603528946204524
583,a1c00619-f399-3a14-b8a9-12a577714a83,-22.404445,28.3874853,0,0.2981614708233413,0.08,0.01489792592937452
585,398b0b69-42ae-31ef-859a-dbcf5146fa38,-24.6432838,25.900076,0,0.6906474820143885,0.92,0.49384296654950066
587,4816037f-4293-36a4-bf6b-6f839f120984,-24.6459078,25.8897127,0,0.6874500399680256,0.8,0.49188761377127027
588,f61b5b05-677e-3a16-8291-02db1dd69c5f,-24.6152868,25.8457397,0,0.24860111910471622,0.24,0.40615470564957284
589,c45e3d83-4c27-3c2b-9e42-bf06116baa85,-21.7865415,27.2785617,0,0.2557953637090328,0.04,0.005004771991899253
590,0a1de9c7-22a8-3f93-b603-db60746c5008,-24.3093281,25.9082993,0,0.16386890487609912,0.04,0.03754742894387672
591,fb111718-ceca-351c-90bf-50386841d2d7,-23.6728,25.3063303,0,0.23661071143085532,0.0,0.0161083824111362
594,c17ce959-74a7-3e28-b8fa-26a7c8e6440a,-19.376552,22.1716683,0,0.6211031175059952,0.12,0.0191345236155404
595,66a24cae-ea72-3955-bc67-9b71b4c18f8a,-24.47736,25.2752913,0,0.23980815347721823,0.0,0.002583859028375893
596,2a67b526-1510-350f-ba85-5fb2ad723cf1,-24.3979725,25.5718259,0,0.5875299760191847,0.04,0.44335296445447986
597,8ff0ef23-0d75-3c41-be83-54f96ac8ba0c,-22.04925,27.2712823,0,0.12470023980815348,0.0,0.006378174538513466
598,5479aeaf-3997-33f6-8f81-1590ccdba8a5,-22.580558,26.3910373,0,0.21262989608313348,0.08,0.008310249307479225
600,1ae079ca-8ef8-312b-a52c-8a47d40c2ef1,-24.6665,25.8639009,0,0.7561950439648282,0.48,0.3855769454596243
601,b3e43f49-1d4c-3946-81a4-3d3db04aa2d5,-20.150329,23.6550338,0,0.15587529976019185,0.0,0.012011452780558207
602,e26e3d67-38e3-39e9-bfe0-0f4218fb3674,-24.6251365,25.9058048,0,0.6610711430855316,0.64,0.48343769640820317
605,a1b93fec-921d-33fe-884c-9f2b580bcc11,-23.0060917,27.746948,0,0.0903277378097522,0.0,0.016876556716869575
606,146e7073-d670-3e0b-8189-6af88ab93303,-24.406921,25.4631109,0,0.6514788169464428,0.32,0.059452035661910194
608,651a26ea-d871-3ec2-a0b6-43ad464b5653,-21.098425,27.2252993,0,0.33733013589128696,0.0,0.040596848157545565
609,d9549fe9-b385-3695-aaa8-a46bb091efcd,-20.1048889,27.1961753,0,0.39888089528377296,0.04,0.038362159268139386
610,40323480-9600-36f8-a381-c86d045da6ee,-25.0744397,25.44017,0,0.4260591526778577,0.08,0.0191345236155404
614,48f018fa-e82b-3903-b828-d22d42fedd5f,-21.9683245,27.8355177,0,0.3932853717026379,0.48,0.563001932074769
616,2f376e6a-c9bb-37eb-90cd-ac709d65ce3f,-23.6365031,24.9580453,0,0.2541966426858513,0.0,0.0018389627319071672
618,7d0ee1ec-f01d-32dc-bffb-ba1caaf98f10,-24.8781975,25.8506155,0,0.4636290967226219,0.52,0.28548150562163926
619,e44afde0-a292-3d23-a0a8-7ff9cf9bacf2,-24.3563596,26.1385847,0,0.28776978417266186,0.12,0.1277962708629158
621,6bc65b30-2864-3692-bea8-e0c2643cb731,-24.6778541,25.5642313,0,0.3212156389538051,0.2,0.04013128797225261
623,00421dcf-883d-3f5d-9a80-e3660cbbccf6,-25.6104999,24.5352736,0,0.25499600319744203,0.0,0.007518796992481203
624,611217a4-fd1b-380f-b934-5578b1a57cff,-20.4956895,27.3760197,0,0.07034372501998401,0.0,0.004492655788077004
625,19226de2-9bcc-3139-b761-73683d7615f0,-23.3814459,24.659291,0,0.2446043165467626,0.0,0.0016760166670546335
626,14663cf2-d2aa-3c28-a939-76e7ab81622a,-22.5665705,27.0856832,0,0.6874500399680256,0.12,0.1021671826625387
628,d9819915-3186-3dfb-b5f7-b3ccecc1b3a7,-21.785593,28.3385753,0,0.18705035971223022,0.0,0.003328755324844619
629,80a62c7e-031f-35dd-a1f3-6147a491a694,-21.818867,28.8253293,0,0.10951239008792965,0.0,0.011406224539677367
630,23ce5941-feef-35d3-88d5-dd21d1a17030,-20.9089548,27.6265908,0,0.14068745003996802,0.0,0.009264647687329779
632,9e811bb9-5cbe-3dee-8be7-096637bf4892,-20.903558,27.0775043,0,0.23501199040767387,0.08,0.03140203449800973
633,a0514eed-2cb4-3c2c-9161-c127572216cd,-21.452409,27.9457233,0,0.05515587529976019,0.0,0.004352987732489117
634,a4d4c46f-a02b-384f-a119-3f682b90602c,-20.4908685,27.3460497,0,0.14468425259792167,0.0,0.004539211806606299
635,35746b0c-32a5-32ea-91ff-9673b2cbaf95,-18.5255499,22.1505772,0,0.1838529176658673,0.0,0.004236597686165879
636,5d2aad05-b94a-357c-9c0d-321e9a3ebf31,-20.720187,27.5862343,0,0.09832134292565947,0.08,0.04550850811238623
637,8c78ebc6-6f81-348d-80be-dd9941ab2fa4,-20.5925245,27.5475147,0,0.058353317346123104,0.0,0.007728299075863032
639,0de146e7-f186-3d14-81de-2e38136695ad,-21.590858,27.9795423,0,0.17106314948041568,0.0,0.008799087502036826
640,fb715041-b3e9-3880-a347-64a427d57abe,-21.738262,28.1103136,0,0.3381294964028777,0.0,0.003933983565725459
641,fa94f88d-4ce3-31cc-b87c-50df0c3f319e,-20.603234,27.3954323,0,0.17905675459632295,0.0,0.008147303242626691
642,dc1cde2b-4305-375f-98c6-99fc70013755,-18.4041095,21.5678777,0,0.22941646682653877,0.0,0.0025140250005819503
646,ff3e4dd1-3569-35aa-b148-ea900237659d,-24.8900618,25.8582544,0,0.4052757793764988,0.36,0.22884610908075143
