,giga_id_school,latitude,longitude,bin_internet_availability,bin_electricity_availability,norm_fiber_node_distance,norm_nearest_LTE_distance,norm_nearest_UMTS_distance,norm_nearest_GSM_distance,norm_nearest_mobile,norm_microwave_node_distance,norm_DTR_score
459,5bdf27c8-accd-3266-9509-991a7134e440,-23.5993055,26.26801,0,0,0.40396119644300726,0.3593723807288699,0.2073170731707317,0.21902915894151356,0.21909496924243702,0.6215845805777933,0.00503
460,04c37dd2-13f2-3a3b-8a7b-a15033d05a49,-20.3114022,22.4472077,0,0,0.2663702506063056,0.34793978609984244,0.41344630978777314,0.23942356312152369,0.23948765484115617,0.6365950226244345,0.00039
461,bcd47d12-5ce7-3877-bcef-ef79c05c3596,-20.937811,27.0807883,0,0,0.15788197251414712,0.17219297951520435,0.07728856509344315,0.003202427102646216,0.0032864245386365547,0.09943873999303864,0.00026
462,849db5dd-88b4-3c0e-add9-bece405b6dfe,-19.862381,26.4876294,0,0,0.4016976556184317,0.6015019948368928,0.37694013303769397,0.3113096241361874,0.3113676582118479,0.17779759832927255,0.00631
464,fbbaa3bb-71bb-37ad-8980-40a22a7336ab,-24.8890151,25.0057173,0,0,0.2875505254648343,0.253998055453113,0.16574279379157428,0.03522669812910838,0.035307996966377354,0.7466933518969718,0.00191
466,0c9fcc0e-e10b-36e5-aa79-e0b47e0f245f,-24.6213431,25.9248959,0,0,0.027566693613581245,0.0012740134777215275,0.00015837820715869496,0.0008427439743805832,0.00016853459172495156,0.8436303515489036,0.000457
467,ad7348ae-c2d0-3a2e-a902-c54a0b32facd,-20.5004646,26.9958109,0,0,0.3893290218270008,0.3051932812552386,0.03523915109280963,0.032529917411090514,0.03261144349877813,0.014118517229376955,4.2e-05
468,5cc17e9f-a48e-31cd-9a8a-9037a3a075a5,-24.6663186,25.8874404,0,0,0.05780113177041228,0.0019780735575150037,0.0026132404181184667,0.0010955671666947582,0.001179742142074661,0.8531804733727811,0.00024
471,babb07df-770a-31d9-bae1-4ad8e35d6249,-24.6190663,25.9322306,0,0,0.024413904607922393,0.0012740134777215275,0.0013462147608489072,0.0006741951795044666,0.0007584056627622819,0.8433257918552036,0.0001
472,dcb59f24-113e-3fb8-ae61-9aa2aee213eb,-20.0426916,25.4831202,0,0,0.6129345189975748,0.7130787541489255,0.09961989230281913,0.12995112084948593,0.10600825819499453,0.061260006961364424,0.0094
474,abdee5f7-8557-3bf0-a0d0-2443d3b96ff7,-21.17045,24.6027133,0,0,0.6499595796281326,0.5844033928990512,0.19623059866962306,0.033204112590594984,0.033285581865677934,0.17048816568047337,0.0014
475,289821df-18d5-3497-8b73-8718edd0e3ec,-24.7686331,25.4032231,0,0,0.19288601455133386,0.14128138934522413,0.0022964840038010768,0.002949603910332041,0.0024437515800117974,0.870018273581622,0.00064
477,44537046-1c87-3888-a61c-67455f50e17a,-22.651659,27.6373853,0,0,0.16742118027485853,0.19341536192040767,0.16027874564459932,0.05022754087308276,0.050307575629898044,0.5279107205012182,0.00054
481,a893b639-9ce8-3080-8af8-421aa2010c8b,-22.724051,27.3911313,0,0,0.2611156022635408,0.12451805411204614,0.09328476401647134,0.03160289903927187,0.03168450324429089,0.5345892794987818,0.0007
484,803f2cfb-062c-325a-8703-6f4836940019,-21.3065362,26.8778779,0,0,0.5052546483427648,0.22690850571629737,0.4081406398479569,0.19863475476150347,0.1987022836437179,0.1930473372781065,0.00019
485,4b2d3360-6746-3156-84af-4bb4cbf9464c,-25.5672426,25.4352537,0,0,0.0603071948261924,0.159821638113119,0.024707000316756416,0.01702342828248778,0.01710626106008258,0.8915985033066481,0.001277
486,49b5c3b4-7fa3-3e9d-bb0a-53723b9e9eb2,-22.78297,26.8956113,0,0,0.2798706548100242,0.1121467127099608,0.12646499841621794,0.08764537333558066,0.08772225499283728,0.5198398886181692,0.00047
488,10c05c2f-7b64-37b8-9d97-78a50211bb48,-25.384433,25.3651313,0,0,0.12506063055780112,0.1261273342944312,0.07578397212543554,0.07904938479689871,0.07912699081486475,0.860207100591716,1e-05
