,giga_id_school,latitude,longitude,bin_internet_availability,norm_schools_near_conn
622,5854c29a-bd38-4eed-a30e-d9e5a1ce64c0,-1.83842,29.63128,0,0.5714285714285714
623,c46051c1-59ed-44a8-b7af-014dbe344807,-2.37281,29.38217,0,0.5
624,07c779e5-3f19-479f-8435-c78d49fad2d6,-1.4395,30.1425,0,0.6666666666666666
625,1f2f201e-9821-45f4-ad5b-552074390c9d,-1.77039,29.34358,0,0.2857142857142857
633,e402ec49-9227-40b4-8847-e05edc5a6abd,-2.36747,29.38144,0,0.5
634,f11ee564-8752-4e34-aab8-f977655535e7,-1.92214,30.06256,0,0.5681818181818182
635,d74a013b-172f-4dfa-9c47-e011187b7e90,-1.98397,30.07714,0,0.53125
636,1747393e-69e2-4c3b-a3fd-f9cc7e3e02ed,-1.93944,30.07203,0,0.609375
637,404d8653-c77d-4033-af45-a9b4d8e882e6,-1.97797,30.08561,0,0.4782608695652174
638,e5c72b6c-391f-4639-9201-01d4bdae345d,-1.10269,30.42147,0,0.5833333333333334
639,9642b09b-28c5-4f7e-b269-d719414d9675,-1.933,30.23292,0,0.3333333333333333
640,30c3e8fb-b2a3-4e4b-abe9-acbc19d9c3a2,-1.95231,30.13369,0,0.4166666666666667
646,6f2fed2e-75f9-4194-9aa8-2d46be966331,-1.30458,30.25936,0,0.4
647,2349b591-0f87-4c87-94a3-eca39a97f5f9,-2.22203,30.15553,0,0.3
648,5eb2eb0d-bfc4-47b0-bfa5-0d07c1b13b2c,-1.90056,29.49886,0,0.2
649,ed0df7c5-9875-4be0-adf8-5c5e25d14c42,-1.933,30.23292,0,0.3333333333333333
650,e85a6608-c870-4c3c-9fd1-17f534abbfb9,-1.97125,30.09247,0,0.45121951219512196
651,250644ee-12f9-405a-9c22-86f7e3fa4a83,-1.72347,29.61622,0,0.375
652,1a2903d8-57bc-4417-a618-14572d249b21,-2.41956,29.68633,0,0.75
653,218c52dd-6aed-4512-aa89-8daec71d8625,-2.20225,30.58886,0,0.8571428571428571
654,e7974fcf-e54a-44c0-aed3-033214e89f6b,-1.95231,30.13369,0,0.4166666666666667
655,9ac4aa8a-3cdd-45ad-aeda-c6f67178c62f,-1.92214,30.06256,0,0.5681818181818182
656,3e05136b-1856-44d1-9e1a-6ac1215186b6,-1.63883,29.61444,0,0.4
657,948f221a-58e8-4cef-9b98-5f9dccff0ab0,-1.93261,29.64983,0,0.375
658,188cab2d-7fc6-430f-8f53-06f36ac17e11,-1.69194,29.60992,0,0.35714285714285715
659,2b5ffb27-0ba1-4496-aa6e-3825576b7b9a,-2.22203,30.15553,0,0.3
660,b8cb6369-cdf4-475c-8ca6-849b0242da57,-2.12992,29.35244,0,0.14285714285714285
661,c3491837-6a06-4dc9-9631-eb08982395a1,-2.76819,29.73047,0,0.625
662,7de3457b-88c2-4c2b-ac4e-af61e9db319f,-1.98492,30.07036,0,0.6031746031746031
663,68008e82-6898-4679-8b3e-be1689d872a6,-1.939,30.049,0,0.62
664,d0290b38-4471-4844-8145-631a32e63a37,-1.38706,30.38517,0,0.4
665,49743dc9-073b-42df-8ea2-dae6e8299653,-1.98769,30.10064,0,0.40350877192982454
666,1d640e9e-375d-466e-ad43-ea3beb077d81,-1.10939,30.42861,0,0.6666666666666666
667,2962a71d-35e5-4edf-a339-3378414f3c43,-1.9405,29.59869,0,0.6
668,7d620c02-7d0f-40a1-8b94-b6d4b7b19a7e,-1.75747,30.28358,0,0.5454545454545454
669,d0bccb0e-a2af-41da-a9c6-4942006aa1ee,-1.74828,29.5515,0,0.5
670,a8a04259-6760-4d2d-b65e-903b11097e28,-2.36669,29.42911,0,0.4
671,633e5c64-6e5d-4311-8d83-a1fdc75ad42f,-1.82472,29.65983,0,0.5555555555555556
672,f6a7693b-eac2-4743-b3ae-b86a4921a707,-2.15092,29.50997,0,0.35714285714285715
673,7914dafc-6290-437d-b5a4-e953602175ee,-2.62469,29.74117,0,0.84
674,6ac698fa-ecbc-481e-ae97-7079090805a9,-1.43856,30.11983,0,0.6
675,6efa4ed8-4dd4-4261-8677-6a51b1d034cb,-1.30231,30.23439,0,0.5
676,05b9386e-2475-4db7-87c3-b2bfd916d243,-2.47389,29.88933,0,0.25
677,26e89649-8136-4f52-adaf-c01ebe83d8f6,-1.96383,30.51989,0,0.2
678,6ad29b03-f126-4f95-a8b3-3422d3b59e5c,-1.97892,30.22936,0,0.5714285714285714
679,41767f5f-694a-4118-9002-42049ec0a1c9,-1.91472,29.29969,0,0.5
680,adcb8b9e-5c40-4ec4-97a1-ff614cb0ac9a,-2.50461,29.70822,0,0.3333333333333333
681,8a8892f2-4a17-4404-903a-d228415033ac,-2.49475,29.47975,0,0.3333333333333333
682,199b973c-609f-4062-8a8a-ee8afc4c35f5,-1.99564,29.88897,0,0.7
683,28b5e84a-56fd-419c-9b9f-513bc359cd23,-2.09683,29.91253,0,0.0
684,f372415c-c109-4a1a-a8c0-ed2540724c05,-1.97892,30.22936,0,0.5714285714285714
693,2c72a9bc-4fca-4bf4-a2e8-fe748aebd796,-1.907,30.04764,0,0.45
694,62847040-9e53-4860-88c4-559fafef6c6f,-2.14575,29.52058,0,0.35714285714285715
696,322b9700-32ce-4c4a-87ff-4b84cd605604,-2.22567,29.778,0,0.5555555555555556
697,2769d404-ea8e-4720-940e-542407adfc05,-1.62706,29.70808,0,0.2222222222222222
789,a6e5c8d3-016c-4262-a0dc-cc67a513206c,-1.72392,29.7465,0,0.2857142857142857
790,ee149b2f-c898-4c61-b879-4cba1eb7f5d2,-1.79161,30.068,0,0.4
791,3bf7bd01-c66d-416b-93c9-00c3c821c2e2,-1.91594,29.67767,0,0.4444444444444444
792,6c1e25f2-d9c4-44ec-b35a-2a1465919cb4,-2.23453,29.68508,0,0.5384615384615384
793,8e903b00-fa17-4e57-bd73-13581f199ea8,-1.287,30.24717,0,0.3333333333333333
794,d20bf222-e810-432f-b278-d5a0e4448822,-1.54194,29.87286,0,0.25
795,096f27a4-2e54-406c-98f9-9b7cccc1571b,-1.78131,29.82825,0,0.5
796,f90795e4-f3f4-434b-9029-2cf712b3ed4e,-1.70317,29.63336,0,0.4117647058823529
797,90320ff8-de9a-4617-a2d5-f36c964e59d0,-1.46944,29.74028,0,0.2857142857142857
798,8764ebf7-9e3e-4fa7-86aa-8f7da5745ed5,-1.72797,30.42183,0,0.2857142857142857
799,675a0ccf-b5fe-485c-a296-25cad2114e39,-1.70769,29.73272,0,0.2857142857142857
800,be416cf4-28d0-4776-a816-371dddae6509,-1.49231,29.93058,0,0.25
801,064cedce-20aa-4e77-82e7-096ebac67a1a,-1.97811,30.17022,0,0.45454545454545453
802,d53a97d2-5d88-4ddd-b1cf-57e3fc473e92,-2.60381,29.83228,0,0.375
803,d948dec1-9a2f-468b-a20f-38790a280d12,-2.54161,29.07908,0,0.8
804,f7e7f903-cf6c-4dc0-81a1-ea928ecf5c7d,-1.65964,29.98947,0,0.5
805,27f91d45-2aac-49b8-a2f0-54ff8f45b64f,-2.12147,29.26589,0,0.3333333333333333
806,2508a950-0ea1-4c0b-9909-d7c94a24a35c,-1.50253,29.97375,0,0.26666666666666666
807,e7e23c46-acea-4fd6-8d50-63feeae43a5f,-1.76089,30.06661,0,0.4
808,73df426a-9316-466e-aa40-3fe1f84ecef5,-1.53453,30.16906,0,0.5
809,f0b09fc5-4f42-404f-b29d-8dfbacf03663,-1.65069,29.68747,0,0.4
810,a7beffa3-62d7-4230-a9fd-b27cf6e995d5,-1.85806,30.11256,0,0.4
811,7fae0a60-3d94-48ac-bc4f-6fbf25e154e5,-2.71811,29.83892,0,0.0
812,184a27b1-9212-4264-b12d-d4c2728700c6,-1.87531,30.24214,0,0.5
813,3774670f-a022-4572-9290-8f4bd7b00b44,-1.96228,30.58975,0,0.0
814,6a66b954-2120-41bc-8d19-1140498f428c,-2.42458,29.41219,0,0.5
815,f551af70-dcad-4f9d-8399-cce48ef0167b,-1.63822,29.89575,0,0.0
816,243938ae-ca89-4d85-9136-c2f89ee96a60,-1.89261,30.10275,0,0.2727272727272727
817,941a0668-d173-40ee-968a-2de30953fc4a,-1.79511,30.50458,0,0.0
818,e29212e1-c373-4d74-98e6-851008e3fcd6,-2.43575,29.45411,0,0.16666666666666666
819,08b8546d-a44d-4206-be3f-5cf72960addc,-1.92817,30.13294,0,0.6521739130434783
820,b4300e1a-f1d7-4b89-bb77-788c1a2788e1,-2.67158,29.01075,0,0.0
821,f0e57fce-8979-4657-9839-888a272b5d2b,-1.8945,29.97194,0,0.8333333333333334
822,3d7c14f3-102d-4404-811c-55fe836815b8,-2.48511,29.68353,0,0.5
823,0819fcf2-5cf3-49d4-999e-a26c839ed288,-1.65306,29.91264,0,0.25
824,a47cd8ef-3dbe-4053-aeee-b2ab75befa4c,-2.263,30.11675,0,0.0
825,4ec3fb1a-23ed-42bc-ba42-0299d605d7a6,-1.78419,29.28317,0,0.0
826,04b2cb64-299a-4f2d-9953-a34ffe2c5bf2,-2.58914,29.87,0,0.3333333333333333
827,9133c70a-c1ef-44d4-a00f-b49884120cdb,-1.68775,29.81883,0,0.2222222222222222
828,19b5d70a-1457-45b1-b6da-b2d370e31930,-1.91731,30.17811,0,0.3333333333333333
829,91feb22d-6dd5-42e7-a94b-3742d95a134f,-1.94242,30.20678,0,0.3333333333333333
830,14fe1819-a706-422a-bf88-b6657ba844f5,-2.25217,29.34358,0,0.4
831,f219fcd6-1d27-4765-99ab-f36458e90c4b,-2.36486,29.73125,0,0.9090909090909091
832,630bddd9-794f-4706-b05e-fe3ca5c5d6aa,-2.24258,29.77958,0,0.5
833,02930f6b-de01-4eaa-8fc5-f10a7958a43b,-1.76992,30.38375,0,0.6
834,474ff07d-82a0-4c3b-8f6f-36ee36fb2aa8,-1.62939,29.93311,0,0.25
835,0a181c11-3ce4-4090-94aa-b0ab22831c02,-2.07039,29.34578,0,0.2222222222222222
836,9a05ef73-a3ba-4369-8689-660a784aed10,-1.34522,29.72975,0,0.0
837,47fbb014-d1f5-4ce2-ab11-df41263a92b4,-1.883,30.15192,0,0.0
838,cf2e4d25-69c8-4fea-b2a3-016ee28db593,-1.34636,29.82308,0,0.0
839,80659471-b745-42b5-a9ad-c602c37e57cd,-1.39136,29.87314,0,0.0
840,0101558c-600f-4b2e-bf5c-c324f049b3b3,-1.68714,29.62625,0,0.46153846153846156
841,981dc948-94f8-4b82-9df9-5c30822b5345,-1.99561,30.19992,0,0.5454545454545454
842,2d702440-3a30-4489-9a19-2243fd08e283,-2.22494,29.71303,0,0.5
843,ee007f39-0e32-446d-ba81-86fb305e7976,-1.80644,30.10767,0,0.2
844,57a8eb43-0c72-4641-bb1a-94ce29522f78,-2.71703,29.73158,0,0.375
845,2443c85d-bad0-4c32-b6ae-837d767e7b38,-1.44472,29.89278,0,0.0
846,3011c853-9dc3-4ed5-9102-d2a488d209a4,-2.68647,29.88053,0,0.5
847,2bad773c-1f80-4052-89be-d3ec84771e75,-2.70194,29.74964,0,0.4444444444444444
848,7ee1f6ad-775d-4610-82a2-ae28cfaaef36,-2.06453,29.97222,0,0.4
849,308ceda0-16f2-4da1-b006-554abd11304c,-1.80317,30.41997,0,0.3
850,1a883167-a83b-446e-9e4f-10461059911f,-2.14561,29.52206,0,0.35714285714285715
851,0a087828-b8f8-4f98-b44e-2455034dc912,-1.83828,30.65497,0,0.0
852,52ff2e22-cf1e-48ed-9808-e303ca937cc7,-2.23203,30.17636,0,0.2857142857142857
853,a8356963-b37b-4064-b3ff-4615a3df012a,-2.49139,28.91722,0,0.42857142857142855
854,a5f3df2f-5d86-491c-9d58-c316b38f6ff8,-2.58761,29.82164,0,0.3333333333333333
855,304332fc-88a9-4ece-8fe9-b97f3b9886f6,-1.66567,30.40828,0,0.6
856,47fa33ce-c3bd-4f72-b445-d1eb73cfa71b,-1.77797,29.94408,0,0.25
857,455428b4-b4de-43dc-8a3a-aecc4fdf86e7,-1.40419,30.11958,0,0.0
858,d93cb806-3c1d-4ae3-b8e3-79a709b0fff6,-1.83061,30.38169,0,0.25
859,0e23713b-b286-47cf-96ec-48848fef4c84,-1.83639,29.30328,0,0.25
860,16e07fe9-6e9f-45d8-a849-4b0947402fad,-1.74103,29.96656,0,0.3333333333333333
861,e186ad69-bd87-4ba1-b28f-719f1e308cc4,-1.86781,30.01228,0,0.3333333333333333
862,107a9e1e-4bee-4cce-a8a2-7fd74280cf01,-1.43064,29.71678,0,0.3
863,5900c587-bfdc-471f-9644-b43e32046063,-1.68789,29.28892,0,0.45454545454545453
864,6f861260-1e2c-4388-857e-e3af68ff04e7,-1.64033,29.40861,0,0.25
865,0a3756be-8feb-4f13-9ca6-fb5751f68e41,-1.90931,29.51967,0,0.3333333333333333
866,564b2adb-9ef1-4dae-9014-9414f3c38c1f,-1.55672,29.80014,0,0.16666666666666666
867,285182a2-f0f0-4580-9cbe-cb96bbe1e35b,-1.95456,30.05867,0,0.6666666666666666
868,b2777c94-1f59-46f2-ac7c-6235089ef10c,-1.55642,29.59569,0,0.5
869,cfa06d39-49e8-41ab-b93d-684c5887c87f,-1.43631,29.86036,0,0.0
870,579a2e87-0a41-4818-837f-f9959b45c4b7,-1.587,29.36556,0,0.5
871,0c739502-82a7-4be7-bce4-b6ce402caadf,-1.68464,30.27094,0,0.5
