,giga_id_school,latitude,longitude,bin_internet_availability,norm_rwi,norm_st_te_ratio
0,cdf4f80c-e3cc-4ebc-8931-8fe76018cc61,-2.15939,29.54797,1,0.33442088091353994,0.0939786156443444
1,a58be9dc-59c4-4cf9-96f5-e5b8fa84ba82,-1.73064,30.21272,1,0.27928221859706365,0.06509097730256988
2,9fe38ae7-7d51-4646-841b-1b6daa31c987,-2.29503,29.64556,1,0.37389885807504075,0.04670793472144063
3,8b5c3930-c3ea-44d8-a510-086f8c6889aa,-2.37183,30.59917,1,0.22871125611745513,0.14124929656724816
4,2288686a-e13e-423a-b0bb-b7d08452e9a8,-1.92681,30.59181,1,0.37226753670473084,0.11236165822547363
5,f74950df-3e95-47d3-8024-d21953768cac,-2.4235,29.82778,1,0.3732463295269168,0.11236165822547363
6,dee212e0-445a-4981-a8a7-3327105e9aa9,-2.159,29.40411,1,0.2871125611745514,0.11761395610579628
7,ae5a9dc6-6feb-446f-9f16-ec1dcf3988d3,-2.07858,30.64322,1,0.19216965742251224,0.28897017445132245
8,3e6b3ca7-af2c-4768-8280-0db56cff7209,-1.71097,30.36919,1,0.25840130505709624,0.04618270493340837
9,f016ffce-04f2-45f4-a7f1-ff62ebd87266,-2.19431,29.52842,1,0.24926590538336052,0.08347401988369911
10,404ed8e0-0ed1-48a6-b681-cda49473ce50,-1.7365,30.33806,1,0.26753670473083196,0.11761395610579628
11,cd9ae702-c00f-4f5c-ab9a-f9753d3be8eb,-2.11264,30.37303,1,0.18140293637846655,0.04907146876758583
12,f28c0e71-4b57-4758-b808-166d6b0a0d8d,-2.66144,29.87442,1,0.266884176182708,0.0536015756893641
13,cd053f0f-55be-4bed-bf46-6b2c141c5c05,-1.45806,29.62778,1,0.4274061990212072,0.05754079909960608
14,42444abb-f7ef-417d-a101-89ca794168ba,-1.55411,29.62317,1,0.6469820554649266,0.08242356030763459
15,579e31de-8a22-4cc3-9e8a-268ee7c3e28b,-1.52,29.63275,1,0.41794453507340945,0.05813168261114237
16,8d1fe5cd-f854-4bad-8dec-48eccab4c5d9,-2.51553,29.03203,1,0.300163132137031,0.06049521665728756
17,77461264-0a29-4f17-93b5-c8f0130c5f54,-1.96075,30.55314,1,0.399021207177814,0.1064023202458768
18,d3959c89-1ef2-4da9-b47a-3c6d9b8eb6a4,-2.19683,29.23906,1,0.26721044045676995,0.09848058525604952
19,fa523339-35ed-4b5d-b4fa-3f28f5256cd0,-2.27167,30.00694,1,0.2688417618270799,0.0711311198649409
20,2b0373f5-1583-4736-8ab0-7cdb8f606879,-1.977,30.25578,1,0.4874388254486134,0.0711311198649409
21,4a83996e-b945-4319-b547-ad7eab7694da,-1.93358,30.45311,1,0.5814029363784666,0.073297692740574
22,163506c0-82e1-4bbe-afe5-b77c4f769a18,-1.88797,30.45139,1,0.35040783034257744,0.0742824985931345
23,942bb2ef-bd16-46f9-9c93-f3b19d7dfa3a,-2.7425,29.69778,1,0.4779771615008156,0.1303406778927319
24,b5eaf241-a626-443d-8aab-e3f929604b8e,-2.11836,30.20881,1,0.23523654159869495,0.3034139936222097
25,914c97d8-1366-4a58-8e1c-3c2b923df67a,-2.34625,30.1025,1,0.23164763458401305,0.18064153066966795
26,91a7f3d8-d77a-45c7-be77-00c414bea062,-2.71369,29.53931,1,0.42446982055464927,0.10672316197159787
27,a42d2800-13aa-4529-845d-13e11a99472b,-2.66431,29.46206,1,0.27438825448613374,0.1991558806978053
28,5f322f84-fcb0-40bd-b0f3-c64cd9b3731e,-1.95989,30.01356,1,0.7174551386623165,0.2093978615644344
29,030df3ff-4a36-43a0-943a-12d2eaa8044b,-1.86742,29.30214,1,0.28776508972267534,0.21924592009003938
30,cc264ec8-dcfa-41dc-a7d0-ed1cc1de73dd,-1.62772,29.63278,1,0.4626427406199021,0.2894625773776027
31,0212a147-35ff-44ae-b2d2-23ff7176d18e,-1.58444,29.6835,1,0.4225122349102773,0.14003722782563524
32,5000af74-5810-4d56-8bc5-f8deb388503a,-1.4395,30.1425,1,0.27732463295269166,0.12155317951603826
33,42e80893-9627-4e01-acc2-ad5b4e830979,-2.05744,29.42708,1,0.3262642740619902,0.22771525042205965
34,2006fe12-0f17-4fdf-a441-1f8347404fef,-2.10892,30.55164,1,0.38597063621533445,0.13846301659415017
35,17af0280-1149-481a-ad14-7d41fa1bd909,-1.48817,29.704,1,0.298858075040783,0.04258112924404427
36,6980f304-b070-4c9c-85eb-7cb2c28184ae,-1.95989,30.01356,1,0.7174551386623165,0.06763505908835116
37,8b61d879-f3e1-436a-8252-bcbddd083cee,-2.087,30.88944,1,0.2557911908646003,0.10751969611705121
38,4bd19ca5-1636-4b32-8718-1005ed7d4712,-2.17789,30.66397,1,0.13703099510603586,0.16744513224535731
39,1ccd2add-1fba-4311-9c7c-adf01e3e822a,-2.73697,29.65547,1,0.4848287112561175,0.22235095501340657
40,48aaa8c9-c246-470e-b9e9-010506326f2b,-2.62986,29.75617,1,0.31027732463295266,0.1322453573438379
41,6119fddc-ce17-4555-a811-ad07250c4f43,-1.60192,30.51772,1,0.16443719412724306,0.16108610016882385
42,0d8df4d0-fae8-4637-b061-2142f8b0c31e,-1.75842,30.18558,1,0.26557911908646004,0.2001735134121178
43,7e97b052-99fb-44c0-98fd-5bf872c5e582,-2.06964,29.75481,1,0.8254486133768352,0.17740574001125492
44,1281c839-a765-4faf-abc0-e642dd6ff27a,-1.88797,30.4513,1,0.35040783034257744,0.14472508192922637
45,39217bc3-eb0b-4c57-9b03-8b16747aff2d,-2.28556,29.17447,1,0.35301794453507335,0.16831557354729787
46,4e0c346d-dd6a-4692-a6c2-e1e6cd15843f,-1.52,29.63275,1,0.41794453507340945,0.11367473269555431
47,9348cc41-ca40-46fb-ac7b-d76487856aae,-2.19753,29.26072,1,0.29331158238172916,0.1735986766937808
48,6e0fc426-696f-4694-91f0-9915831fb007,-2.02583,29.64808,1,0.1862969004893964,0.1334646407803414
